cpd_id	Pathway	Description
C08308	1100	Metabolic pathways
C08308	1110	Biosynthesis of secondary metabolites
C08312	901	Indole alkaloid biosynthesis
C08312	1063	Biosynthesis of alkaloids derived from shikimate pathway
C08312	1100	Metabolic pathways
C08312	1110	Biosynthesis of secondary metabolites
C08313	380	Tryptophan metabolism
C08316	1040	Biosynthesis of unsaturated fatty acids
C08320	1040	Biosynthesis of unsaturated fatty acids
C08323	1040	Biosynthesis of unsaturated fatty acids
C08325	460	Cyanoamino acid metabolism
C08325	1100	Metabolic pathways
C08325	1110	Biosynthesis of secondary metabolites
C08334	460	Cyanoamino acid metabolism
C08334	1110	Biosynthesis of secondary metabolites
C08357	140	Steroid hormone biosynthesis
C08357	4976	Bile secretion
C08358	140	Steroid hormone biosynthesis
C08359	140	Steroid hormone biosynthesis
C08362	61	Fatty acid biosynthesis
C08362	1100	Metabolic pathways
C08366	1060	Biosynthesis of plant secondary metabolites
C08401	966	Glucosinolate biosynthesis
C08401	1110	Biosynthesis of secondary metabolites
C08401	1210	2-Oxocarboxylic acid metabolism
C08407	966	Glucosinolate biosynthesis
C08407	1110	Biosynthesis of secondary metabolites
C08407	1210	2-Oxocarboxylic acid metabolism
C08409	966	Glucosinolate biosynthesis
C08409	1110	Biosynthesis of secondary metabolites
C08409	1210	2-Oxocarboxylic acid metabolism
C08412	966	Glucosinolate biosynthesis
C08412	1110	Biosynthesis of secondary metabolites
C08412	1210	2-Oxocarboxylic acid metabolism
C08417	966	Glucosinolate biosynthesis
C08417	1110	Biosynthesis of secondary metabolites
C08417	1210	2-Oxocarboxylic acid metabolism
C08418	966	Glucosinolate biosynthesis
C08418	1110	Biosynthesis of secondary metabolites
C08418	1210	2-Oxocarboxylic acid metabolism
C08426	966	Glucosinolate biosynthesis
C08426	1110	Biosynthesis of secondary metabolites
C08426	1210	2-Oxocarboxylic acid metabolism
C08439	4976	Bile secretion
C08491	592	alpha-Linolenic acid metabolism
C08491	1060	Biosynthesis of plant secondary metabolites
C08491	1070	Biosynthesis of plant hormones
C08491	1100	Metabolic pathways
C08491	1110	Biosynthesis of secondary metabolites
C08491	4075	Plant hormone signal transduction
C08492	592	alpha-Linolenic acid metabolism
C08492	1110	Biosynthesis of secondary metabolites
C08521	950	Isoquinoline alkaloid biosynthesis
C08526	950	Isoquinoline alkaloid biosynthesis
C08526	1063	Biosynthesis of alkaloids derived from shikimate pathway
C08526	1110	Biosynthesis of secondary metabolites
C08527	950	Isoquinoline alkaloid biosynthesis
C08532	950	Isoquinoline alkaloid biosynthesis
C08532	1063	Biosynthesis of alkaloids derived from shikimate pathway
C08537	965	Betalain biosynthesis
C08537	1100	Metabolic pathways
C08537	1110	Biosynthesis of secondary metabolites
C08538	965	Betalain biosynthesis
C08538	1100	Metabolic pathways
C08538	1110	Biosynthesis of secondary metabolites
C08539	965	Betalain biosynthesis
C08539	1100	Metabolic pathways
C08539	1110	Biosynthesis of secondary metabolites
C08540	965	Betalain biosynthesis
C08540	1100	Metabolic pathways
C08540	1110	Biosynthesis of secondary metabolites
C08542	965	Betalain biosynthesis
C08542	1100	Metabolic pathways
C08542	1110	Biosynthesis of secondary metabolites
C08543	965	Betalain biosynthesis
C08543	1100	Metabolic pathways
C08543	1110	Biosynthesis of secondary metabolites
C08544	965	Betalain biosynthesis
C08544	1100	Metabolic pathways
C08544	1110	Biosynthesis of secondary metabolites
C08552	965	Betalain biosynthesis
C08552	1100	Metabolic pathways
C08552	1110	Biosynthesis of secondary metabolites
C08557	965	Betalain biosynthesis
C08557	1110	Biosynthesis of secondary metabolites
C08565	965	Betalain biosynthesis
C08565	1110	Biosynthesis of secondary metabolites
C08578	941	Flavonoid biosynthesis
C08579	906	Carotenoid biosynthesis
C08579	1100	Metabolic pathways
C08579	1110	Biosynthesis of secondary metabolites
C08580	906	Carotenoid biosynthesis
C08580	1110	Biosynthesis of secondary metabolites
C08583	906	Carotenoid biosynthesis
C08583	1110	Biosynthesis of secondary metabolites
C08584	906	Carotenoid biosynthesis
C08584	1110	Biosynthesis of secondary metabolites
C08585	906	Carotenoid biosynthesis
C08585	1110	Biosynthesis of secondary metabolites
C08586	906	Carotenoid biosynthesis
C08586	1100	Metabolic pathways
C08586	1110	Biosynthesis of secondary metabolites
C08588	999	Biosynthesis of various plant secondary metabolites
C08588	1100	Metabolic pathways
C08588	1110	Biosynthesis of secondary metabolites
C08589	999	Biosynthesis of various plant secondary metabolites
C08589	1100	Metabolic pathways
C08589	1110	Biosynthesis of secondary metabolites
C08590	906	Carotenoid biosynthesis
C08590	1100	Metabolic pathways
C08590	1110	Biosynthesis of secondary metabolites
C08591	906	Carotenoid biosynthesis
C08591	1110	Biosynthesis of secondary metabolites
C08592	906	Carotenoid biosynthesis
C08592	1110	Biosynthesis of secondary metabolites
C08601	906	Carotenoid biosynthesis
C08601	1062	Biosynthesis of terpenoids and steroids
C08601	1100	Metabolic pathways
C08601	1110	Biosynthesis of secondary metabolites
C08604	942	Anthocyanin biosynthesis
C08604	1110	Biosynthesis of secondary metabolites
C08606	906	Carotenoid biosynthesis
C08606	1100	Metabolic pathways
C08606	1110	Biosynthesis of secondary metabolites
C08607	906	Carotenoid biosynthesis
C08607	1100	Metabolic pathways
C08607	1110	Biosynthesis of secondary metabolites
C08613	906	Carotenoid biosynthesis
C08613	1100	Metabolic pathways
C08613	1110	Biosynthesis of secondary metabolites
C08614	906	Carotenoid biosynthesis
C08614	1100	Metabolic pathways
C08614	1110	Biosynthesis of secondary metabolites
C08615	909	Sesquiterpenoid and triterpenoid biosynthesis
C08616	909	Sesquiterpenoid and triterpenoid biosynthesis
C08616	999	Biosynthesis of various plant secondary metabolites
C08616	1062	Biosynthesis of terpenoids and steroids
C08616	1100	Metabolic pathways
C08616	1110	Biosynthesis of secondary metabolites
C08620	942	Anthocyanin biosynthesis
C08624	996	Biosynthesis of various alkaloids
C08624	1062	Biosynthesis of terpenoids and steroids
C08627	996	Biosynthesis of various alkaloids
C08627	1062	Biosynthesis of terpenoids and steroids
C08627	1110	Biosynthesis of secondary metabolites
C08628	909	Sesquiterpenoid and triterpenoid biosynthesis
C08628	1062	Biosynthesis of terpenoids and steroids
C08628	1110	Biosynthesis of secondary metabolites
C08637	909	Sesquiterpenoid and triterpenoid biosynthesis
C08637	1110	Biosynthesis of secondary metabolites
C08639	942	Anthocyanin biosynthesis
C08641	942	Anthocyanin biosynthesis
C08641	1110	Biosynthesis of secondary metabolites
C08650	941	Flavonoid biosynthesis
C08650	1061	Biosynthesis of phenylpropanoids
C08650	1100	Metabolic pathways
C08650	1110	Biosynthesis of secondary metabolites
C08660	1066	Biosynthesis of alkaloids derived from terpenoid and polyketide
C08725	942	Anthocyanin biosynthesis
C08733	791	Atrazine degradation
C08733	1120	Microbial metabolism in diverse environments
C08734	791	Atrazine degradation
C08734	1120	Microbial metabolism in diverse environments
C08735	791	Atrazine degradation
C08735	1120	Microbial metabolism in diverse environments
C08737	791	Atrazine degradation
C08737	1120	Microbial metabolism in diverse environments
C08748	996	Biosynthesis of various alkaloids
C08748	1062	Biosynthesis of terpenoids and steroids
C08794	996	Biosynthesis of various alkaloids
C08794	1110	Biosynthesis of secondary metabolites
C08795	996	Biosynthesis of various alkaloids
C08795	1110	Biosynthesis of secondary metabolites
C08796	996	Biosynthesis of various alkaloids
C08796	1110	Biosynthesis of secondary metabolites
C08797	996	Biosynthesis of various alkaloids
C08797	1062	Biosynthesis of terpenoids and steroids
C08797	1110	Biosynthesis of secondary metabolites
C08800	996	Biosynthesis of various alkaloids
C08800	1110	Biosynthesis of secondary metabolites
C08813	100	Steroid biosynthesis
C08813	1100	Metabolic pathways
C08813	1110	Biosynthesis of secondary metabolites
C08814	905	Brassinosteroid biosynthesis
C08814	1060	Biosynthesis of plant secondary metabolites
C08814	1062	Biosynthesis of terpenoids and steroids
C08814	1070	Biosynthesis of plant hormones
C08814	1100	Metabolic pathways
C08814	1110	Biosynthesis of secondary metabolites
C08814	4075	Plant hormone signal transduction
C08817	1060	Biosynthesis of plant secondary metabolites
C08821	100	Steroid biosynthesis
C08821	1100	Metabolic pathways
C08821	1110	Biosynthesis of secondary metabolites
C08822	4973	Carbohydrate digestion and absorption
C08830	100	Steroid biosynthesis
C08830	1100	Metabolic pathways
C08830	1110	Biosynthesis of secondary metabolites
C08898	1060	Biosynthesis of plant secondary metabolites
C08902	1060	Biosynthesis of plant secondary metabolites
C08942	999	Biosynthesis of various plant secondary metabolites
C08942	1100	Metabolic pathways
C08942	1110	Biosynthesis of secondary metabolites
C08946	999	Biosynthesis of various plant secondary metabolites
C08946	1110	Biosynthesis of secondary metabolites
C08972	999	Biosynthesis of various plant secondary metabolites
C08972	1100	Metabolic pathways
C08972	1110	Biosynthesis of secondary metabolites
C09010	1060	Biosynthesis of plant secondary metabolites
C09023	901	Indole alkaloid biosynthesis
C09023	1110	Biosynthesis of secondary metabolites
C09024	901	Indole alkaloid biosynthesis
C09024	1063	Biosynthesis of alkaloids derived from shikimate pathway
C09024	1100	Metabolic pathways
C09024	1110	Biosynthesis of secondary metabolites
C09028	901	Indole alkaloid biosynthesis
C09028	1110	Biosynthesis of secondary metabolites
C09049	1060	Biosynthesis of plant secondary metabolites
C09060	999	Biosynthesis of various plant secondary metabolites
C09060	1061	Biosynthesis of phenylpropanoids
C09060	1110	Biosynthesis of secondary metabolites
C09089	901	Indole alkaloid biosynthesis
C09089	1063	Biosynthesis of alkaloids derived from shikimate pathway
C09092	904	Diterpenoid biosynthesis
C09092	1110	Biosynthesis of secondary metabolites
C09094	904	Diterpenoid biosynthesis
C09094	1110	Biosynthesis of secondary metabolites
C09099	941	Flavonoid biosynthesis
C09099	946	Degradation of flavonoids
C09099	1100	Metabolic pathways
C09107	901	Indole alkaloid biosynthesis
C09107	1063	Biosynthesis of alkaloids derived from shikimate pathway
C09107	1110	Biosynthesis of secondary metabolites
C09118	904	Diterpenoid biosynthesis
C09118	1110	Biosynthesis of secondary metabolites
C09126	943	Isoflavonoid biosynthesis
C09126	946	Degradation of flavonoids
C09131	901	Indole alkaloid biosynthesis
C09131	1100	Metabolic pathways
C09131	1110	Biosynthesis of secondary metabolites
C09155	4750	Inflammatory mediator regulation of TRP channels
C09163	904	Diterpenoid biosynthesis
C09163	1110	Biosynthesis of secondary metabolites
C09179	4750	Inflammatory mediator regulation of TRP channels
C09183	904	Diterpenoid biosynthesis
C09183	1110	Biosynthesis of secondary metabolites
C09189	904	Diterpenoid biosynthesis
C09189	1062	Biosynthesis of terpenoids and steroids
C09189	1110	Biosynthesis of secondary metabolites
C09190	906	Carotenoid biosynthesis
C09190	1070	Biosynthesis of plant hormones
C09190	1110	Biosynthesis of secondary metabolites
C09209	901	Indole alkaloid biosynthesis
C09209	1063	Biosynthesis of alkaloids derived from shikimate pathway
C09239	901	Indole alkaloid biosynthesis
C09239	1110	Biosynthesis of secondary metabolites
C09241	901	Indole alkaloid biosynthesis
C09241	1110	Biosynthesis of secondary metabolites
C09243	901	Indole alkaloid biosynthesis
C09243	1063	Biosynthesis of alkaloids derived from shikimate pathway
C09244	901	Indole alkaloid biosynthesis
C09244	1063	Biosynthesis of alkaloids derived from shikimate pathway
C09244	1100	Metabolic pathways
C09244	1110	Biosynthesis of secondary metabolites
C09248	950	Isoquinoline alkaloid biosynthesis
C09263	999	Biosynthesis of various plant secondary metabolites
C09263	1061	Biosynthesis of phenylpropanoids
C09263	1110	Biosynthesis of secondary metabolites
C09265	999	Biosynthesis of various plant secondary metabolites
C09265	1110	Biosynthesis of secondary metabolites
C09276	999	Biosynthesis of various plant secondary metabolites
C09276	1061	Biosynthesis of phenylpropanoids
C09276	1110	Biosynthesis of secondary metabolites
C09305	999	Biosynthesis of various plant secondary metabolites
C09305	1061	Biosynthesis of phenylpropanoids
C09305	1110	Biosynthesis of secondary metabolites
C09306	270	Cysteine and methionine metabolism
C09306	1100	Metabolic pathways
C09311	999	Biosynthesis of various plant secondary metabolites
C09315	999	Biosynthesis of various plant secondary metabolites
C09315	1061	Biosynthesis of phenylpropanoids
C09315	1110	Biosynthesis of secondary metabolites
C09320	941	Flavonoid biosynthesis
C09320	1110	Biosynthesis of secondary metabolites
C09328	950	Isoquinoline alkaloid biosynthesis
C09330	950	Isoquinoline alkaloid biosynthesis
C09332	790	Folate biosynthesis
C09332	1240	Biosynthesis of cofactors
C09337	950	Isoquinoline alkaloid biosynthesis
C09364	7230	GABA-A receptor agonists/antagonists
C09382	909	Sesquiterpenoid and triterpenoid biosynthesis
C09382	1110	Biosynthesis of secondary metabolites
C09390	950	Isoquinoline alkaloid biosynthesis
C09390	1063	Biosynthesis of alkaloids derived from shikimate pathway
C09390	1110	Biosynthesis of secondary metabolites
C09421	950	Isoquinoline alkaloid biosynthesis
C09421	1063	Biosynthesis of alkaloids derived from shikimate pathway
C09421	1110	Biosynthesis of secondary metabolites
C09529	7230	GABA-A receptor agonists/antagonists
